# x_m,y_m,w_tr_right_m,w_tr_left_m
14.8400,6.9400,0.6000,0.6000
14.8500,6.9400,0.6000,0.6000
14.8600,6.9500,0.6100,0.6100
14.8700,6.9500,0.6100,0.6100
14.8800,6.9500,0.6100,0.6100
14.8900,6.9500,0.6098,0.6098
14.9000,6.9500,0.6079,0.6079
14.9100,6.9500,0.6059,0.6059
14.9200,6.9500,0.6039,0.6039
14.9300,6.9600,0.6120,0.6120
14.9400,6.9600,0.6100,0.6100
14.9500,6.9600,0.6100,0.6100
14.9600,6.9600,0.6100,0.6100
14.9700,6.9600,0.6100,0.6100
14.9800,6.9600,0.6120,0.6120
14.9900,6.9600,0.6139,0.6139
15.0000,6.9600,0.6159,0.6159
15.0100,6.9600,0.6179,0.6179
15.0200,6.9600,0.6198,0.6198
15.0300,6.9600,0.6200,0.6200
15.0400,6.9600,0.6200,0.6200
15.0500,6.9600,0.6200,0.6200
15.0600,6.9500,0.6100,0.6100
15.0700,6.9500,0.6100,0.6100
15.0800,6.9500,0.6120,0.6120
15.0900,6.9500,0.6139,0.6139
15.1000,6.9500,0.6159,0.6159
15.1100,6.9500,0.6179,0.6179
15.1200,6.9500,0.6198,0.6198
15.1300,6.9500,0.6218,0.6218
15.1400,6.9500,0.6238,0.6238
15.1500,6.9500,0.6258,0.6258
15.1600,6.9500,0.6277,0.6277
15.1700,6.9500,0.6297,0.6297
15.1800,6.9500,0.6317,0.6317
15.1900,6.9500,0.6336,0.6336
15.2000,6.9500,0.6356,0.6356
15.2100,6.9500,0.6376,0.6376
15.2200,6.9500,0.6395,0.6395
15.2300,6.9500,0.6400,0.6400
15.2400,6.9500,0.6400,0.6400
15.2500,6.9500,0.6400,0.6400
15.2600,6.9500,0.6400,0.6400
15.2700,6.9500,0.6400,0.6400
15.2800,6.9500,0.6400,0.6400
15.2900,6.9500,0.6400,0.6400
15.3000,6.9500,0.6400,0.6400
15.3100,6.9400,0.6300,0.6300
15.3200,6.9400,0.6300,0.6300
15.3300,6.9400,0.6300,0.6300
15.3400,6.9400,0.6300,0.6300
15.3500,6.9400,0.6320,0.6320
15.3600,6.9400,0.6339,0.6339
15.3700,6.9400,0.6359,0.6359
15.3800,6.9400,0.6379,0.6379
15.3900,6.9400,0.6398,0.6398
15.4000,6.9400,0.6400,0.6400
15.4100,6.9400,0.6420,0.6420
15.4200,6.9400,0.6439,0.6439
15.4300,6.9400,0.6459,0.6459
15.4400,6.9400,0.6479,0.6479
15.4500,6.9400,0.6498,0.6498
15.4600,6.9400,0.6498,0.6498
15.4700,6.9400,0.6479,0.6479
15.4800,6.9400,0.6459,0.6459
15.4900,6.9300,0.6439,0.6439
15.5000,6.9300,0.6459,0.6459
15.5100,6.9300,0.6479,0.6479
15.5200,6.9300,0.6498,0.6498
15.5300,6.9300,0.6479,0.6479
15.5400,6.9300,0.6459,0.6459
15.5500,6.9300,0.6439,0.6439
15.5600,6.9200,0.6477,0.6477
15.5700,6.9200,0.6497,0.6497
15.5800,6.9200,0.6500,0.6500
15.5900,6.9200,0.6500,0.6500
15.6000,6.9200,0.6500,0.6500
15.6100,6.9200,0.6498,0.6498
15.6200,6.9200,0.6479,0.6479
15.6300,6.9200,0.6459,0.6459
15.6400,6.9200,0.6439,0.6439
15.6500,6.9100,0.6520,0.6520
15.6600,6.9100,0.6500,0.6500
15.6700,6.9100,0.6500,0.6500
15.6800,6.9100,0.6500,0.6500
15.6900,6.9000,0.6533,0.6533
15.7000,6.9000,0.6553,0.6553
15.7100,6.9000,0.6559,0.6559
15.7200,6.9000,0.6539,0.6539
15.7300,6.9000,0.6520,0.6520
15.7400,6.8900,0.6532,0.6532
15.7500,6.8900,0.6551,0.6551
15.7600,6.8900,0.6571,0.6571
15.7700,6.8900,0.6591,0.6591
15.7800,6.8800,0.6512,0.6512
15.7900,6.8800,0.6532,0.6532
15.8000,6.8800,0.6551,0.6551
15.8100,6.8800,0.6571,0.6571
15.8200,6.8800,0.6591,0.6591
15.8300,6.8800,0.6612,0.6612
15.8400,6.8800,0.6632,0.6632
15.8500,6.8700,0.6551,0.6551
15.8600,6.8700,0.6571,0.6571
15.8700,6.8700,0.6591,0.6591
15.8800,6.8700,0.6651,0.6651
15.8900,6.8700,0.6671,0.6671
15.9000,6.8600,0.6591,0.6591
15.9100,6.8600,0.6612,0.6612
15.9200,6.8600,0.6632,0.6632
15.9300,6.8500,0.6551,0.6551
15.9400,6.8500,0.6571,0.6571
15.9500,6.8500,0.6591,0.6591
15.9600,6.8500,0.6651,0.6651
15.9700,6.8400,0.6571,0.6571
15.9800,6.8400,0.6591,0.6591
15.9900,6.8400,0.6651,0.6651
16.0000,6.8400,0.6671,0.6671
16.0100,6.8400,0.6691,0.6691
16.0200,6.8300,0.6651,0.6651
16.0300,6.8300,0.6671,0.6671
16.0400,6.8300,0.6691,0.6691
16.0500,6.8300,0.6731,0.6731
16.0600,6.8200,0.6671,0.6671
16.0700,6.8200,0.6691,0.6691
16.0800,6.8100,0.6651,0.6651
16.0900,6.8100,0.6671,0.6671
16.1000,6.8100,0.6691,0.6691
16.1100,6.8000,0.6651,0.6651
16.1200,6.8000,0.6671,0.6671
16.1300,6.8000,0.6691,0.6691
16.1400,6.7900,0.6651,0.6651
16.1500,6.7900,0.6691,0.6691
16.1600,6.7900,0.6731,0.6731
16.1700,6.7800,0.6671,0.6671
16.1800,6.7800,0.6691,0.6691
16.1900,6.7800,0.6731,0.6731
16.2000,6.7700,0.6671,0.6671
16.2100,6.7700,0.6691,0.6691
16.2200,6.7700,0.6731,0.6731
16.2300,6.7600,0.6711,0.6711
16.2400,6.7600,0.6772,0.6772
16.2500,6.7500,0.6731,0.6731
16.2600,6.7500,0.6791,0.6791
16.2700,6.7400,0.6772,0.6772
16.2800,6.7400,0.6832,0.6832
16.2900,6.7400,0.6892,0.6892
16.3000,6.7300,0.6871,0.6871
16.3100,6.7300,0.6871,0.6871
16.3200,6.7200,0.6871,0.6871
16.3300,6.7200,0.6871,0.6871
16.3400,6.7100,0.6910,0.6910
16.3500,6.7100,0.6891,0.6891
16.3600,6.7000,0.6910,0.6910
16.3700,6.7000,0.6910,0.6910
16.3800,6.6900,0.6910,0.6910
16.3900,6.6900,0.6910,0.6910
