# x_m,y_m,w_tr_right_m,w_tr_left_m
11.9800,5.6700,0.7334,0.7334
11.9800,5.6600,0.7273,0.7273
11.9900,5.6500,0.7293,0.7293
11.9900,5.6400,0.7233,0.7233
12.0000,5.6300,0.7252,0.7252
12.0000,5.6200,0.7192,0.7192
12.0100,5.6100,0.7211,0.7211
12.0100,5.6000,0.7151,0.7151
12.0100,5.5900,0.7090,0.7090
12.0200,5.5800,0.7130,0.7130
12.0300,5.5700,0.7151,0.7151
12.0300,5.5600,0.7090,0.7090
12.0300,5.5500,0.7030,0.7030
12.0300,5.5400,0.7010,0.7010
12.0400,5.5300,0.7090,0.7090
12.0500,5.5200,0.7130,0.7130
12.0500,5.5100,0.7090,0.7090
12.0500,5.5000,0.7030,0.7030
12.0500,5.4900,0.7010,0.7010
12.0600,5.4800,0.7090,0.7090
12.0600,5.4700,0.7030,0.7030
12.0600,5.4600,0.7010,0.7010
12.0600,5.4500,0.6950,0.6950
12.0700,5.4400,0.7010,0.7010
12.0700,5.4300,0.6991,0.6991
12.0700,5.4200,0.6971,0.6971
12.0700,5.4100,0.6951,0.6951
12.0700,5.4000,0.6932,0.6932
12.0800,5.3900,0.7010,0.7010
12.0800,5.3800,0.6991,0.6991
12.0800,5.3700,0.6971,0.6971
12.0800,5.3600,0.6951,0.6951
12.0800,5.3500,0.6932,0.6932
12.0900,5.3400,0.7012,0.7012
12.0900,5.3300,0.6992,0.6992
12.0900,5.3200,0.6973,0.6973
12.1000,5.3100,0.7053,0.7053
12.1000,5.3000,0.7033,0.7033
12.1000,5.2900,0.7013,0.7013
12.1000,5.2800,0.6994,0.6994
12.1000,5.2700,0.6974,0.6974
12.1100,5.2600,0.7054,0.7054
12.1100,5.2500,0.7035,0.7035
12.1100,5.2400,0.7015,0.7015
12.1100,5.2300,0.6995,0.6995
12.1100,5.2200,0.6976,0.6976
12.1100,5.2100,0.6956,0.6956
12.1200,5.2000,0.7036,0.7036
12.1200,5.1900,0.7017,0.7017
12.1200,5.1800,0.6997,0.6997
12.1200,5.1700,0.6977,0.6977
12.1200,5.1600,0.6958,0.6958
12.1200,5.1500,0.6938,0.6938
12.1300,5.1400,0.7018,0.7018
12.1300,5.1300,0.6998,0.6998
12.1300,5.1200,0.6979,0.6979
12.1300,5.1100,0.6959,0.6959
12.1300,5.1000,0.6939,0.6939
12.1400,5.0900,0.7020,0.7020
12.1400,5.0800,0.7000,0.7000
12.1400,5.0700,0.7000,0.7000
12.1400,5.0600,0.6998,0.6998
12.1400,5.0500,0.6979,0.6979
12.1400,5.0400,0.6959,0.6959
12.1400,5.0300,0.6939,0.6939
12.1500,5.0200,0.7020,0.7020
12.1500,5.0100,0.7000,0.7000
12.1500,5.0000,0.6998,0.6998
12.1500,4.9900,0.6979,0.6979
12.1500,4.9800,0.6959,0.6959
12.1500,4.9700,0.6939,0.6939
12.1500,4.9600,0.6920,0.6920
12.1600,4.9500,0.7000,0.7000
12.1600,4.9400,0.7000,0.7000
12.1600,4.9300,0.7000,0.7000
12.1600,4.9200,0.7000,0.7000
12.1600,4.9100,0.7000,0.7000
12.1600,4.9000,0.7000,0.7000
12.1600,4.8900,0.7000,0.7000
12.1700,4.8800,0.7100,0.7100
12.1700,4.8700,0.7100,0.7100
12.1700,4.8600,0.7100,0.7100
12.1700,4.8500,0.7100,0.7100
12.1700,4.8400,0.7100,0.7100
12.1700,4.8300,0.7100,0.7100
12.1700,4.8200,0.7100,0.7100
12.1700,4.8100,0.7100,0.7100
12.1700,4.8000,0.7100,0.7100
12.1800,4.7900,0.7200,0.7200
12.1800,4.7800,0.7200,0.7200
12.1800,4.7700,0.7198,0.7198
12.1800,4.7600,0.7179,0.7179
12.1800,4.7500,0.7159,0.7159
12.1800,4.7400,0.7139,0.7139
12.1800,4.7300,0.7120,0.7120
12.1800,4.7200,0.7100,0.7100
12.1800,4.7100,0.7120,0.7120
12.1800,4.7000,0.7139,0.7139
12.1800,4.6900,0.7159,0.7159
12.1800,4.6800,0.7179,0.7179
12.1800,4.6700,0.7198,0.7198
12.1800,4.6600,0.7200,0.7200
12.1800,4.6500,0.7200,0.7200
12.1800,4.6400,0.7220,0.7220
12.1800,4.6300,0.7239,0.7239
12.1800,4.6200,0.7259,0.7259
12.1800,4.6100,0.7279,0.7279
12.1800,4.6000,0.7298,0.7298
12.1800,4.5900,0.7300,0.7300
12.1700,4.5800,0.7200,0.7200
12.1700,4.5700,0.7220,0.7220
12.1700,4.5600,0.7239,0.7239
12.1700,4.5500,0.7259,0.7259
12.1700,4.5400,0.7279,0.7279
12.1700,4.5300,0.7298,0.7298
12.1700,4.5200,0.7300,0.7300
12.1700,4.5100,0.7300,0.7300
12.1700,4.5000,0.7320,0.7320
12.1600,4.4900,0.7239,0.7239
12.1600,4.4800,0.7259,0.7259
12.1600,4.4700,0.7279,0.7279
12.1600,4.4600,0.7298,0.7298
12.1600,4.4500,0.7300,0.7300
12.1600,4.4400,0.7300,0.7300
12.1600,4.4300,0.7320,0.7320
12.1600,4.4200,0.7339,0.7339
12.1600,4.4100,0.7359,0.7359
12.1600,4.4000,0.7379,0.7379
12.1500,4.3900,0.7298,0.7298
12.1500,4.3800,0.7300,0.7300
12.1500,4.3700,0.7300,0.7300
12.1500,4.3600,0.7320,0.7320
12.1500,4.3500,0.7339,0.7339
12.1500,4.3400,0.7359,0.7359
12.1500,4.3300,0.7379,0.7379
12.1400,4.3200,0.7298,0.7298
12.1400,4.3100,0.7318,0.7318
12.1400,4.3000,0.7338,0.7338
12.1400,4.2900,0.7358,0.7358
12.1400,4.2800,0.7377,0.7377
12.1400,4.2700,0.7397,0.7397
12.1300,4.2600,0.7317,0.7317
12.1300,4.2500,0.7336,0.7336
12.1300,4.2400,0.7356,0.7356
12.1300,4.2300,0.7376,0.7376
12.1300,4.2200,0.7395,0.7395
12.1200,4.2100,0.7315,0.7315
12.1200,4.2000,0.7335,0.7335
12.1200,4.1900,0.7354,0.7354
12.1200,4.1800,0.7374,0.7374
12.1100,4.1700,0.7294,0.7294
12.1100,4.1600,0.7313,0.7313
12.1100,4.1500,0.7333,0.7333
12.1100,4.1400,0.7353,0.7353
12.1000,4.1300,0.7273,0.7273
12.1000,4.1200,0.7292,0.7292
12.1000,4.1100,0.7312,0.7312
12.1000,4.1000,0.7332,0.7332
12.0900,4.0900,0.7251,0.7251
12.0900,4.0800,0.7271,0.7271
12.0800,4.0700,0.7191,0.7191
12.0800,4.0600,0.7210,0.7210
12.0800,4.0500,0.7230,0.7230
12.0800,4.0400,0.7250,0.7250
12.0700,4.0300,0.7171,0.7171
12.0700,4.0200,0.7191,0.7191
12.0600,4.0100,0.7110,0.7110
12.0600,4.0000,0.7130,0.7130
12.0600,3.9900,0.7170,0.7170
12.0500,3.9800,0.7110,0.7110
12.0500,3.9700,0.7130,0.7130
12.0400,3.9600,0.7090,0.7090
12.0400,3.9500,0.7110,0.7110
12.0400,3.9400,0.7130,0.7130
12.0300,3.9300,0.7090,0.7090
12.0300,3.9200,0.7151,0.7151
12.0200,3.9100,0.7131,0.7131
12.0200,3.9000,0.7192,0.7192
12.0100,3.8900,0.7172,0.7172
12.0100,3.8800,0.7233,0.7233
12.0100,3.8700,0.7293,0.7293
12.0000,3.8600,0.7273,0.7273
12.0000,3.8500,0.7334,0.7334
11.9900,3.8400,0.7314,0.7314
11.9900,3.8300,0.7375,0.7375
11.9900,3.8200,0.7435,0.7435
11.9800,3.8100,0.7416,0.7416
11.9800,3.8000,0.7476,0.7476
11.9700,3.7900,0.7457,0.7457
11.9700,3.7800,0.7517,0.7517
11.9600,3.7700,0.7498,0.7498
11.9600,3.7600,0.7558,0.7558
11.9500,3.7500,0.7538,0.7538
11.9500,3.7400,0.7530,0.7530
11.9400,3.7300,0.7510,0.7510
11.9300,3.7200,0.7469,0.7469
11.9200,3.7100,0.7450,0.7450
11.9100,3.7000,0.7390,0.7390
11.9000,3.6900,0.7350,0.7350
11.8900,3.6900,0.7390,0.7390
11.8800,3.6800,0.7330,0.7330
11.8700,3.6700,0.7250,0.7250
11.8600,3.6700,0.7310,0.7310
11.8500,3.6600,0.7250,0.7250
